benchmark, time, tune
lbm, 48.597478, O2
lbm, 48.519614, O2
libquantum, 5.155597, O2
libquantum, 5.166534, O2
libquantum, 5.167778, O2
libquantum, 5.158594, O2
libquantum, 5.177757, O2
libquantum, 5.171469, O2
libquantum, 5.159808, O2
libquantum, 5.157528, O2
libquantum, 5.177016, O2
libquantum, 5.170727, O2
libquantum, 5.176886, O2
libquantum, 5.182913, O2
libquantum, 5.16074, O2
libquantum, 5.156212, O2
libquantum, 5.15771, O2
libquantum, 5.172341, O2
libquantum, 5.173677, O2
libquantum, 5.158028, O2
libquantum, 5.170843, O2
libquantum, 5.202355, O2
libquantum, 5.182844, O2
libquantum, 5.189734, O2
libquantum, 5.165655, O2
libquantum, 5.182368, O2
libquantum, 5.160793, O2
libquantum, 5.164507, O2
libquantum, 5.190099, O2
libquantum, 5.154641, O2
libquantum, 5.178637, O2
libquantum, 5.199623, O2
mcf, 32.40164, O2
mcf, 32.836881, O2
mcf, 32.812012, O2
mcf, 32.508098, O2
mcf, 32.873702, O2
mcf, 32.417754, O2
mcf, 32.472186, O2
mcf, 32.58309, O2
mcf, 32.737978, O2
mcf, 32.564173, O2
mcf, 32.262411, O2
mcf, 33.201417, O2
mcf, 32.718051, O2
mcf, 33.02822, O2
mcf, 32.258749, O2
mcf, 32.867785, O2
mcf, 32.371479, O2
mcf, 32.558697, O2
mcf, 32.459043, O2
mcf, 32.973164, O2
mcf, 32.749825, O2
mcf, 32.161095, O2
mcf, 33.272313, O2
mcf, 32.676203, O2
mcf, 32.965233, O2
mcf, 32.377428, O2
mcf, 32.578387, O2
mcf, 33.169692, O2
mcf, 32.937681, O2
mcf, 32.391372, O2
milc, 25.442702, O2
milc, 25.456194, O2
milc, 25.405443, O2
milc, 25.374395, O2
milc, 25.408214, O2
milc, 25.480743, O2
milc, 25.442911, O2
milc, 25.361097, O2
milc, 25.420398, O2
milc, 25.495699, O2
milc, 25.412406, O2
milc, 25.359405, O2
milc, 25.422373, O2
milc, 25.394204, O2
milc, 25.344689, O2
milc, 25.391696, O2
milc, 25.369168, O2
milc, 25.431551, O2
milc, 25.391162, O2
milc, 25.350632, O2
milc, 25.429273, O2
milc, 25.42763, O2
milc, 25.507333, O2
milc, 25.373665, O2
milc, 25.386182, O2
milc, 25.341369, O2
milc, 25.411947, O2
milc, 25.402379, O2
milc, 25.34147, O2
milc, 25.405782, O2
namd, 25.104939, O2
namd, 25.078252, O2
namd, 25.111657, O2
namd, 25.053411, O2
namd, 25.087018, O2
namd, 25.085499, O2
namd, 25.03721, O2
namd, 25.09882, O2
namd, 25.080191, O2
namd, 25.111367, O2
namd, 25.079853, O2
namd, 25.107836, O2
namd, 25.101306, O2
namd, 25.105422, O2
namd, 25.133523, O2
namd, 25.046711, O2
namd, 25.172084, O2
namd, 25.14245, O2
namd, 25.109288, O2
namd, 25.082911, O2
namd, 25.07524, O2
namd, 25.118301, O2
namd, 25.064212, O2
namd, 25.031545, O2
namd, 25.053867, O2
namd, 25.096708, O2
namd, 25.145476, O2
namd, 25.107176, O2
namd, 25.098488, O2
namd, 25.057767, O2
perlbench, 84.831178, O2
perlbench, 87.910363, O2
perlbench, 85.291655, O2
perlbench, 85.266451, O2
perlbench, 85.122752, O2
perlbench, 85.125977, O2
perlbench, 84.785222, O2
perlbench, 85.055808, O2
perlbench, 85.595513, O2
perlbench, 85.453677, O2
perlbench, 84.795797, O2
perlbench, 84.951592, O2
perlbench, 85.188917, O2
perlbench, 85.305224, O2
perlbench, 84.92845, O2
perlbench, 84.854721, O2
perlbench, 84.799472, O2
perlbench, 84.743422, O2
perlbench, 85.285566, O2
perlbench, 84.879919, O2
perlbench, 84.952881, O2
perlbench, 85.250925, O2
perlbench, 85.377429, O2
perlbench, 84.747834, O2
perlbench, 84.970081, O2
perlbench, 85.197808, O2
perlbench, 85.229772, O2
perlbench, 85.147769, O2
perlbench, 85.395559, O2
perlbench, 85.313095, O2
sjeng, 360.011361, O2
sjeng, 359.947159, O2
sjeng, 360.281047, O2
sjeng, 360.439206, O2
sjeng, 359.619304, O2
sjeng, 360.183635, O2
sjeng, 359.565171, O2
sjeng, 358.927634, O2
sjeng, 360.929485, O2
sjeng, 360.359048, O2
sjeng, 359.555027, O2
sjeng, 359.477741, O2
sjeng, 359.600574, O2
sjeng, 358.926573, O2
sjeng, 358.906927, O2
sjeng, 360.170003, O2
sjeng, 358.89202, O2
sjeng, 358.602125, O2
sjeng, 359.34237, O2
sjeng, 359.444127, O2
sjeng, 359.083475, O2
sjeng, 360.449009, O2
sjeng, 359.804869, O2
sjeng, 359.29321, O2
sjeng, 358.398035, O2
sjeng, 359.377221, O2
sjeng, 358.939399, O2
sjeng, 359.519023, O2
sjeng, 358.358099, O2
sjeng, 359.034391, O2
sphinx3, 20.096181, O2
sphinx3, 20.104351, O2
sphinx3, 20.094519, O2
sphinx3, 20.175454, O2
sphinx3, 20.004005, O2
sphinx3, 20.195808, O2
sphinx3, 20.190858, O2
sphinx3, 19.976169, O2
sphinx3, 19.895787, O2
sphinx3, 20.091741, O2
sphinx3, 20.033075, O2
sphinx3, 20.053263, O2
sphinx3, 19.821543, O2
sphinx3, 20.129975, O2
sphinx3, 20.002874, O2
sphinx3, 19.94414, O2
sphinx3, 20.219532, O2
sphinx3, 20.091233, O2
sphinx3, 20.22447, O2
sphinx3, 20.14384, O2
sphinx3, 20.052545, O2
sphinx3, 19.844934, O2
sphinx3, 20.005174, O2
sphinx3, 19.977894, O2
sphinx3, 20.024842, O2
sphinx3, 20.132502, O2
sphinx3, 20.020751, O2
sphinx3, 19.910648, O2
sphinx3, 19.969245, O2
sphinx3, 19.922366, O2
wrf, 174.957297, O2
wrf, 175.458893, O2
wrf, 174.973845, O2
wrf, 174.629511, O2
wrf, 175.113161, O2
wrf, 174.844602, O2
wrf, 174.959448, O2
wrf, 175.046966, O2
wrf, 175.182568, O2
wrf, 175.20652, O2
wrf, 174.898511, O2
wrf, 175.250903, O2
wrf, 175.06281, O2
wrf, 175.046639, O2
wrf, 174.955324, O2
wrf, 175.035381, O2
wrf, 175.151747, O2
wrf, 174.82495, O2
wrf, 175.027469, O2
wrf, 175.448917, O2
wrf, 174.870317, O2
wrf, 174.993135, O2
wrf, 175.033415, O2
wrf, 174.856969, O2
wrf, 174.894951, O2
wrf, 175.266867, O2
wrf, 174.992759, O2
wrf, 175.157216, O2
wrf, 174.871168, O2
wrf, 174.710798, O2
zeusmp, 71.368747, O2
zeusmp, 71.368033, O2
zeusmp, 71.414643, O2
zeusmp, 71.496209, O2
zeusmp, 71.656664, O2
zeusmp, 71.139293, O2
zeusmp, 71.273369, O2
zeusmp, 71.299008, O2
zeusmp, 71.361914, O2
zeusmp, 71.342465, O2
zeusmp, 71.548911, O2
zeusmp, 71.442778, O2
zeusmp, 71.56551, O2
zeusmp, 71.393085, O2
zeusmp, 71.348399, O2
zeusmp, 71.397389, O2
zeusmp, 71.303028, O2
zeusmp, 71.451732, O2
zeusmp, 71.360192, O2
zeusmp, 71.49823, O2
zeusmp, 71.394532, O2
zeusmp, 71.330396, O2
zeusmp, 71.236727, O2
zeusmp, 71.307825, O2
zeusmp, 71.336004, O2
zeusmp, 71.377061, O2
zeusmp, 71.368249, O2
zeusmp, 71.424267, O2
zeusmp, 71.440099, O2
zeusmp, 71.279104, O2
astar, 233.060538, O1
astar, 233.664636, O1
astar, 233.1783, O1
astar, 232.924252, O1
astar, 233.242412, O1
astar, 233.450443, O1
astar, 233.442194, O1
astar, 233.4983, O1
astar, 233.0792, O1
astar, 232.940975, O1
astar, 232.944031, O1
astar, 233.139866, O1
astar, 232.760366, O1
astar, 233.40773, O1
astar, 232.988166, O1
astar, 235.812214, O1
astar, 233.213998, O1
astar, 233.382962, O1
astar, 233.082171, O1
astar, 233.577158, O1
astar, 232.465081, O1
astar, 234.111851, O1
astar, 233.688299, O1
astar, 233.465897, O1
astar, 233.395733, O1
astar, 234.124289, O1
astar, 233.189073, O1
astar, 233.372296, O1
astar, 233.033136, O1
astar, 233.152591, O1
bzip2, 116.15849, O1
bzip2, 116.234243, O1
bzip2, 116.033887, O1
bzip2, 116.71571, O1
bzip2, 116.035325, O1
bzip2, 115.968925, O1
bzip2, 115.92491, O1
bzip2, 115.947524, O1
bzip2, 116.321572, O1
bzip2, 116.042397, O1
bzip2, 116.030917, O1
bzip2, 116.046747, O1
bzip2, 116.147158, O1
bzip2, 116.5761, O1
bzip2, 116.265279, O1
bzip2, 116.43387, O1
bzip2, 116.127906, O1
bzip2, 116.169949, O1
bzip2, 116.214336, O1
bzip2, 116.305771, O1
bzip2, 116.161545, O1
bzip2, 116.191381, O1
bzip2, 116.009615, O1
bzip2, 116.077398, O1
bzip2, 116.139019, O1
bzip2, 115.989399, O1
bzip2, 116.012102, O1
bzip2, 116.083503, O1
bzip2, 116.136895, O1
bzip2, 116.059874, O1
cactusADM, 37.245666, O1
cactusADM, 38.020472, O1
cactusADM, 38.143116, O1
cactusADM, 38.154956, O1
cactusADM, 37.425073, O1
cactusADM, 37.679297, O1
cactusADM, 37.733259, O1
cactusADM, 37.514621, O1
cactusADM, 37.498288, O1
cactusADM, 37.509687, O1
cactusADM, 37.468303, O1
cactusADM, 37.485624, O1
cactusADM, 37.466527, O1
cactusADM, 37.800711, O1
cactusADM, 37.980806, O1
cactusADM, 37.71087, O1
cactusADM, 37.714617, O1
cactusADM, 37.679758, O1
cactusADM, 37.828457, O1
cactusADM, 36.975192, O1
cactusADM, 37.592299, O1
cactusADM, 37.624413, O1
cactusADM, 37.445935, O1
cactusADM, 37.830515, O1
cactusADM, 37.681132, O1
cactusADM, 37.998546, O1
cactusADM, 37.768962, O1
cactusADM, 37.189609, O1
cactusADM, 37.484641, O1
cactusADM, 37.7561, O1
gcc, 2.692895, O1
gcc, 2.685949, O1
gcc, 2.69566, O1
gcc, 2.680643, O1
gcc, 2.719018, O1
gcc, 2.722782, O1
gcc, 2.702644, O1
gcc, 2.686105, O1
gcc, 2.730477, O1
gcc, 2.737027, O1
gcc, 2.685423, O1
gcc, 2.704493, O1
gcc, 2.681833, O1
gcc, 2.696366, O1
gcc, 2.727457, O1
gcc, 2.686222, O1
gcc, 2.703077, O1
gcc, 2.726705, O1
gcc, 2.704044, O1
gcc, 2.725763, O1
gcc, 2.720397, O1
gcc, 2.725577, O1
gcc, 2.720079, O1
gcc, 2.711358, O1
gcc, 2.719751, O1
gcc, 2.726049, O1
gcc, 2.689963, O1
gcc, 2.713073, O1
gcc, 2.718412, O1
gcc, 2.687804, O1
gobmk, 239.532477, O1
gobmk, 239.762159, O1
gobmk, 239.64202, O1
gobmk, 239.263638, O1
gobmk, 239.470058, O1
gobmk, 240.308708, O1
gobmk, 239.936613, O1
gobmk, 239.815078, O1
gobmk, 240.025225, O1
gobmk, 240.394885, O1
gobmk, 239.949235, O1
gobmk, 240.139822, O1
gobmk, 239.814732, O1
gobmk, 239.466643, O1
gobmk, 239.968817, O1
gobmk, 240.302604, O1
gobmk, 239.702856, O1
gobmk, 239.722429, O1
gobmk, 239.979316, O1
gobmk, 239.42934, O1
gobmk, 239.747452, O1
gobmk, 239.663849, O1
gobmk, 239.587732, O1
gobmk, 239.596182, O1
gobmk, 239.959092, O1
gobmk, 239.587982, O1
gobmk, 239.47388, O1
gobmk, 239.943377, O1
gobmk, 239.958824, O1
gobmk, 239.582188, O1
gromacs, 190.840059, O1
gromacs, 191.122734, O1
gromacs, 190.772066, O1
gromacs, 191.528776, O1
gromacs, 191.17775, O1
gromacs, 191.392542, O1
gromacs, 191.374936, O1
gromacs, 190.825262, O1
gromacs, 191.097353, O1
gromacs, 191.659647, O1
gromacs, 191.441265, O1
gromacs, 191.292295, O1
gromacs, 191.302889, O1
gromacs, 190.844875, O1
gromacs, 191.411368, O1
gromacs, 190.901119, O1
gromacs, 191.263033, O1
gromacs, 190.665128, O1
gromacs, 191.422751, O1
gromacs, 191.582606, O1
gromacs, 191.27909, O1
gromacs, 190.520746, O1
gromacs, 191.145968, O1
gromacs, 190.598042, O1
gromacs, 190.418304, O1
gromacs, 191.220642, O1
gromacs, 191.329793, O1
gromacs, 191.309667, O1
gromacs, 190.894983, O1
gromacs, 191.089537, O1
h264ref, 184.071308, O1
h264ref, 183.542957, O1
h264ref, 184.100125, O1
h264ref, 183.65615, O1
h264ref, 183.380249, O1
h264ref, 183.37336, O1
h264ref, 183.864215, O1
h264ref, 183.713224, O1
h264ref, 183.783665, O1
h264ref, 183.911607, O1
h264ref, 183.51272, O1
h264ref, 183.478153, O1
h264ref, 183.894864, O1
h264ref, 183.646231, O1
h264ref, 183.725517, O1
h264ref, 183.713162, O1
h264ref, 184.046243, O1
h264ref, 183.63202, O1
h264ref, 183.30955, O1
h264ref, 183.287858, O1
h264ref, 183.446058, O1
h264ref, 183.421124, O1
h264ref, 183.383239, O1
h264ref, 184.158537, O1
h264ref, 183.515974, O1
h264ref, 183.218619, O1
h264ref, 183.397439, O1
h264ref, 183.642279, O1
h264ref, 183.604505, O1
h264ref, 183.898615, O1
hmmer, 141.86298, O1
hmmer, 142.105619, O1
hmmer, 141.893773, O1
hmmer, 141.681634, O1
hmmer, 142.137733, O1
hmmer, 142.096051, O1
hmmer, 141.617661, O1
hmmer, 141.490554, O1
hmmer, 142.284791, O1
hmmer, 141.616242, O1
hmmer, 142.011572, O1
hmmer, 142.207103, O1
hmmer, 142.503599, O1
hmmer, 142.08312, O1
hmmer, 141.597785, O1
hmmer, 141.874126, O1
hmmer, 142.198544, O1
hmmer, 142.089611, O1
hmmer, 142.456691, O1
hmmer, 142.11799, O1
hmmer, 142.038456, O1
hmmer, 141.533857, O1
hmmer, 141.901182, O1
hmmer, 142.395467, O1
hmmer, 141.833717, O1
hmmer, 141.669143, O1
hmmer, 141.660521, O1
hmmer, 141.715309, O1
hmmer, 141.848772, O1
hmmer, 142.282578, O1
lbm, 48.654972, O1
lbm, 48.641498, O1
lbm, 48.678628, O1
lbm, 48.629041, O1
lbm, 48.695113, O1
lbm, 48.553828, O1
lbm, 48.656277, O1
lbm, 48.637543, O1
lbm, 48.591154, O1
lbm, 48.649757, O1
lbm, 48.715712, O1
lbm, 48.664186, O1
lbm, 48.662515, O1
lbm, 48.689835, O1
lbm, 48.690618, O1
lbm, 48.743832, O1
lbm, 48.609778, O1
lbm, 48.663439, O1
lbm, 48.621205, O1
lbm, 48.531094, O1
lbm, 48.629765, O1
lbm, 48.690754, O1
lbm, 48.6257, O1
lbm, 48.702608, O1
lbm, 48.739142, O1
lbm, 48.595578, O1
lbm, 48.500868, O1
lbm, 48.64723, O1
lbm, 48.656815, O1
lbm, 48.702579, O1
libquantum, 4.684034, O1
libquantum, 4.675717, O1
libquantum, 4.67124, O1
libquantum, 4.694266, O1
libquantum, 4.674139, O1
libquantum, 4.686623, O1
libquantum, 4.69723, O1
libquantum, 4.663048, O1
libquantum, 4.672287, O1
libquantum, 4.682192, O1
libquantum, 4.676233, O1
libquantum, 4.728248, O1
libquantum, 4.699125, O1
libquantum, 4.666711, O1
libquantum, 4.675923, O1
libquantum, 4.669552, O1
libquantum, 4.684098, O1
libquantum, 4.688361, O1
libquantum, 4.686047, O1
libquantum, 4.684701, O1
libquantum, 4.693333, O1
libquantum, 4.686897, O1
libquantum, 4.696037, O1
libquantum, 4.669639, O1
libquantum, 4.681518, O1
libquantum, 4.696072, O1
libquantum, 4.663491, O1
libquantum, 4.692552, O1
libquantum, 4.678154, O1
libquantum, 4.696006, O1
mcf, 35.911886, O1
mcf, 35.916226, O1
mcf, 35.649384, O1
mcf, 35.471853, O1
mcf, 35.363744, O1
mcf, 35.804934, O1
mcf, 35.22283, O1
mcf, 36.376534, O1
mcf, 35.469589, O1
mcf, 36.261434, O1
mcf, 35.46848, O1
mcf, 35.223726, O1
mcf, 35.803352, O1
mcf, 35.441795, O1
mcf, 35.646506, O1
mcf, 35.478283, O1
mcf, 36.029776, O1
mcf, 35.607267, O1
mcf, 35.743846, O1
mcf, 35.550238, O1
mcf, 35.460837, O1
mcf, 35.678397, O1
mcf, 35.651668, O1
mcf, 35.568945, O1
mcf, 35.893809, O1
mcf, 35.523484, O1
mcf, 35.782518, O1
mcf, 35.655734, O1
mcf, 35.368302, O1
mcf, 35.806539, O1
milc, 25.00058, O1
milc, 24.953992, O1
milc, 24.944897, O1
milc, 24.955076, O1
milc, 24.990654, O1
milc, 24.942679, O1
milc, 25.078593, O1
milc, 25.071715, O1
milc, 24.948451, O1
milc, 24.965535, O1
milc, 25.060561, O1
milc, 25.00588, O1
milc, 24.944258, O1
milc, 24.97145, O1
milc, 24.991176, O1
milc, 24.957913, O1
milc, 24.978175, O1
milc, 24.980535, O1
milc, 24.963599, O1
milc, 24.985204, O1
milc, 24.995396, O1
milc, 25.033742, O1
milc, 25.006356, O1
milc, 25.009926, O1
milc, 24.954699, O1
milc, 24.966633, O1
milc, 24.963012, O1
milc, 24.977667, O1
milc, 25.000186, O1
milc, 24.999572, O1
namd, 25.09048, O1
namd, 25.169875, O1
namd, 25.088935, O1
namd, 25.090399, O1
namd, 25.123097, O1
namd, 25.140842, O1
namd, 25.095294, O1
namd, 25.10508, O1
namd, 25.128362, O1
namd, 25.218665, O1
namd, 25.129601, O1
namd, 25.089699, O1
namd, 25.116542, O1
namd, 25.120734, O1
namd, 25.151227, O1
namd, 25.171836, O1
namd, 25.097691, O1
namd, 25.18913, O1
namd, 25.144602, O1
namd, 25.099987, O1
namd, 25.166124, O1
namd, 25.234472, O1
namd, 25.127929, O1
namd, 25.132902, O1
namd, 25.176844, O1
namd, 25.120569, O1
namd, 25.225201, O1
namd, 25.110418, O1
namd, 25.151712, O1
namd, 25.101028, O1
perlbench, 85.758154, O1
perlbench, 85.349019, O1
perlbench, 85.879674, O1
perlbench, 85.446484, O1
perlbench, 85.411925, O1
perlbench, 85.850113, O1
perlbench, 85.571001, O1
perlbench, 85.684649, O1
perlbench, 85.531099, O1
perlbench, 86.103854, O1
perlbench, 85.602295, O1
perlbench, 85.659057, O1
perlbench, 85.915961, O1
perlbench, 85.626179, O1
perlbench, 85.539131, O1
perlbench, 85.596297, O1
perlbench, 85.450862, O1
perlbench, 85.577745, O1
perlbench, 85.732344, O1
perlbench, 85.521576, O1
perlbench, 85.526412, O1
perlbench, 85.640221, O1
perlbench, 85.376016, O1
perlbench, 85.399247, O1
perlbench, 85.660632, O1
perlbench, 85.676495, O1
perlbench, 85.46691, O1
perlbench, 85.318507, O1
perlbench, 85.532506, O1
perlbench, 85.902868, O1
sjeng, 366.953952, O1
sjeng, 366.964856, O1
sjeng, 366.741462, O1
sjeng, 366.280067, O1
sjeng, 366.341772, O1
sjeng, 366.302336, O1
sjeng, 366.116408, O1
sjeng, 366.841711, O1
sjeng, 365.916047, O1
sjeng, 366.204715, O1
sjeng, 365.886403, O1
sjeng, 366.260387, O1
sjeng, 366.883519, O1
sjeng, 365.218021, O1
sjeng, 366.535457, O1
sjeng, 365.931327, O1
sjeng, 366.267461, O1
sjeng, 365.978466, O1
sjeng, 366.119748, O1
sjeng, 365.654278, O1
sjeng, 366.815008, O1
sjeng, 367.078745, O1
sjeng, 365.663701, O1
sjeng, 366.631869, O1
sjeng, 365.990663, O1
sjeng, 366.585504, O1
sjeng, 366.608694, O1
sjeng, 366.19146, O1
sjeng, 365.960419, O1
sjeng, 366.185344, O1
sphinx3, 19.971545, O1
sphinx3, 19.954962, O1
sphinx3, 19.993305, O1
sphinx3, 19.91661, O1
sphinx3, 19.943153, O1
sphinx3, 20.026066, O1
sphinx3, 19.982815, O1
sphinx3, 19.956617, O1
sphinx3, 19.927932, O1
sphinx3, 19.969504, O1
sphinx3, 20.083549, O1
sphinx3, 20.089809, O1
sphinx3, 20.060298, O1
sphinx3, 19.921805, O1
sphinx3, 20.04456, O1
sphinx3, 20.012184, O1
sphinx3, 20.125415, O1
sphinx3, 20.1018, O1
sphinx3, 19.912257, O1
sphinx3, 20.115934, O1
sphinx3, 20.020105, O1
sphinx3, 20.153234, O1
sphinx3, 20.067247, O1
sphinx3, 20.04382, O1
sphinx3, 20.095256, O1
sphinx3, 19.956735, O1
sphinx3, 19.880492, O1
sphinx3, 20.181802, O1
sphinx3, 20.074975, O1
sphinx3, 20.154997, O1
wrf, 177.864286, O1
wrf, 177.5715, O1
wrf, 177.957078, O1
wrf, 177.37439, O1
wrf, 177.722442, O1
wrf, 177.778471, O1
wrf, 177.802762, O1
wrf, 177.714021, O1
wrf, 177.712753, O1
wrf, 178.206376, O1
wrf, 177.727543, O1
wrf, 177.732508, O1
wrf, 177.52288, O1
wrf, 178.284772, O1
wrf, 178.222121, O1
wrf, 177.499816, O1
wrf, 177.644186, O1
wrf, 177.958187, O1
wrf, 177.764982, O1
wrf, 177.887512, O1
wrf, 177.667427, O1
wrf, 177.971143, O1
wrf, 177.774593, O1
wrf, 177.392348, O1
wrf, 178.25492, O1
wrf, 177.482274, O1
wrf, 177.45897, O1
wrf, 177.921274, O1
wrf, 177.419249, O1
wrf, 177.480967, O1
zeusmp, 73.876596, O1
zeusmp, 75.649702, O1
zeusmp, 74.255683, O1
zeusmp, 73.943613, O1
zeusmp, 73.913572, O1
zeusmp, 73.986643, O1
zeusmp, 73.897651, O1
zeusmp, 73.869446, O1
zeusmp, 74.232705, O1
zeusmp, 74.67711, O1
zeusmp, 74.073284, O1
zeusmp, 73.967218, O1
zeusmp, 74.090725, O1
zeusmp, 73.981129, O1
zeusmp, 73.96381, O1
zeusmp, 74.085454, O1
zeusmp, 73.900639, O1
zeusmp, 73.899539, O1
zeusmp, 73.937535, O1
zeusmp, 74.151072, O1
zeusmp, 73.995958, O1
zeusmp, 74.134478, O1
zeusmp, 74.417224, O1
zeusmp, 73.923335, O1
zeusmp, 73.928447, O1
zeusmp, 74.037402, O1
zeusmp, 73.972991, O1
zeusmp, 74.115741, O1
zeusmp, 74.020381, O1
zeusmp, 73.927826, O1
